Site,Parameter,Date LT,Year,Month,Day,Hour,NowCast Conc,AQI,AQI_Category,Raw Conc,Conc Unit,Duration,QC Name
Ulaanbaatar,PM2.5 - Principal,30JAN18:06:00:00,2018,1,30,6,56.8,152,Unhealthy,51,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:07:00:00,2018,1,30,7,73.4,160,Unhealthy,90,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:08:00:00,2018,1,30,8,82.2,165,Unhealthy,91,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:09:00:00,2018,1,30,9,130.1,190,Unhealthy,178,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:10:00:00,2018,1,30,10,130.1,190,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,30JAN18:11:00:00,2018,1,30,11,229.4,279,Very Unhealthy,279,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:13:00:00,2018,1,30,13,301.1,351,Hazardous,206,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:14:00:00,2018,1,30,14,197.8,248,Very Unhealthy,101,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:15:00:00,2018,1,30,15,152.2,203,Very Unhealthy,108,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:16:00:00,2018,1,30,16,103.7,176,Unhealthy,56,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:17:00:00,2018,1,30,17,62.6,155,Unhealthy,22,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:18:00:00,2018,1,30,18,39.2,110,Unhealthy for Sensitive Group,16,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:19:00:00,2018,1,30,19,23.6,75,Moderate,8,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:20:00:00,2018,1,30,20,41.8,117,Unhealthy for Sensitive Group,60,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:21:00:00,2018,1,30,21,77.4,162,Unhealthy,113,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:22:00:00,2018,1,30,22,125.2,187,Unhealthy,173,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,30JAN18:23:00:00,2018,1,30,23,136.0,193,Unhealthy,147,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:00:00:00,2018,1,31,0,139.9,195,Unhealthy,144,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:01:00:00,2018,1,31,1,148.9,199,Unhealthy,158,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:02:00:00,2018,1,31,2,171.5,222,Very Unhealthy,194,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:03:00:00,2018,1,31,3,167.7,218,Very Unhealthy,164,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:04:00:00,2018,1,31,4,176.8,227,Very Unhealthy,186,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:05:00:00,2018,1,31,5,164.9,215,Very Unhealthy,153,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:06:00:00,2018,1,31,6,230.0,280,Very Unhealthy,295,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:07:00:00,2018,1,31,7,222.5,272,Very Unhealthy,215,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:08:00:00,2018,1,31,8,184.7,235,Very Unhealthy,147,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:09:00:00,2018,1,31,9,235.4,285,Very Unhealthy,286,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:10:00:00,2018,1,31,10,214.2,264,Very Unhealthy,193,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:11:00:00,2018,1,31,11,314.6,365,Hazardous,415,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:12:00:00,2018,1,31,12,283.3,334,Hazardous,252,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:13:00:00,2018,1,31,13,230.1,280,Very Unhealthy,177,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:14:00:00,2018,1,31,14,138.0,194,Unhealthy,46,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:15:00:00,2018,1,31,15,98.0,173,Unhealthy,58,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:16:00:00,2018,1,31,16,68.4,158,Unhealthy,39,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:17:00:00,2018,1,31,17,52.2,142,Unhealthy for Sensitive Group,36,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:18:00:00,2018,1,31,18,35.5,101,Unhealthy for Sensitive Group,19,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:19:00:00,2018,1,31,19,19.7,67,Moderate,4,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:20:00:00,2018,1,31,20,14.8,57,Moderate,10,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:21:00:00,2018,1,31,21,12.8,52,Moderate,11,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:22:00:00,2018,1,31,22,10.9,45,Good,9,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,31JAN18:23:00:00,2018,1,31,23,10.9,45,Good,11,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:00:00:00,2018,2,1,0,13.4,54,Moderate,16,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:01:00:00,2018,2,1,1,11.6,48,Good,10,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:02:00:00,2018,2,1,2,11.8,49,Good,12,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:03:00:00,2018,2,1,3,10.4,43,Good,9,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:04:00:00,2018,2,1,4,28.2,85,Moderate,46,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:05:00:00,2018,2,1,5,40.1,112,Unhealthy for Sensitive Group,52,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:06:00:00,2018,2,1,6,44.0,122,Unhealthy for Sensitive Group,48,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:07:00:00,2018,2,1,7,44.5,123,Unhealthy for Sensitive Group,45,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:08:00:00,2018,2,1,8,47.7,131,Unhealthy for Sensitive Group,51,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:09:00:00,2018,2,1,9,68.8,158,Unhealthy,90,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:10:00:00,2018,2,1,10,139.9,195,Unhealthy,211,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:11:00:00,2018,2,1,11,188.0,238,Very Unhealthy,236,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:12:00:00,2018,2,1,12,264.0,314,Hazardous,340,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:13:00:00,2018,2,1,13,139.5,194,Unhealthy,15,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:14:00:00,2018,2,1,14,77.7,162,Unhealthy,16,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:15:00:00,2018,2,1,15,41.8,117,Unhealthy for Sensitive Group,6,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:19:00:00,2018,2,1,19,8.4,35,Good,8,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:20:00:00,2018,2,1,20,16.4,60,Moderate,23,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:21:00:00,2018,2,1,21,17.7,63,Moderate,19,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:22:00:00,2018,2,1,22,37.3,105,Unhealthy for Sensitive Group,56,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JAN18:23:00:00,2018,2,1,23,98.8,173,Unhealthy,159,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:00:00:00,2018,2,2,0,147.2,198,Unhealthy,195,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:01:00:00,2018,2,2,1,132.0,190,Unhealthy,117,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:02:00:00,2018,2,2,2,116.5,182,Unhealthy,101,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:03:00:00,2018,2,2,3,102.7,175,Unhealthy,89,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:04:00:00,2018,2,2,4,98.8,173,Unhealthy,95,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:05:00:00,2018,2,2,5,86.9,167,Unhealthy,75,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:06:00:00,2018,2,2,6,72.4,160,Unhealthy,58,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:07:00:00,2018,2,2,7,75.7,161,Unhealthy,79,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:08:00:00,2018,2,2,8,103.8,176,Unhealthy,132,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:09:00:00,2018,2,2,9,131.9,190,Unhealthy,160,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:10:00:00,2018,2,2,10,179.5,230,Very Unhealthy,227,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:11:00:00,2018,2,2,11,271.7,322,Hazardous,364,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:12:00:00,2018,2,2,12,301.9,352,Hazardous,332,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:13:00:00,2018,2,2,13,199.9,250,Very Unhealthy,98,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:14:00:00,2018,2,2,14,148.9,199,Unhealthy,98,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:15:00:00,2018,2,2,15,106.4,177,Unhealthy,64,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:16:00:00,2018,2,2,16,66.7,157,Unhealthy,27,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:17:00:00,2018,2,2,17,39.8,112,Unhealthy for Sensitive Group,13,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:18:00:00,2018,2,2,18,25.4,79,Moderate,11,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:19:00:00,2018,2,2,19,20.2,68,Moderate,15,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:20:00:00,2018,2,2,20,20.0,68,Moderate,20,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:21:00:00,2018,2,2,21,32.0,93,Moderate,44,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:22:00:00,2018,2,2,22,43.9,122,Unhealthy for Sensitive Group,56,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02FEB18:23:00:00,2018,2,2,23,168.9,219,Very Unhealthy,294,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:00:00:00,2018,2,3,0,220.9,271,Very Unhealthy,273,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:01:00:00,2018,2,3,1,187.0,237,Very Unhealthy,153,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:02:00:00,2018,2,3,2,183.5,234,Very Unhealthy,180,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:03:00:00,2018,2,3,3,265.2,316,Hazardous,347,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:04:00:00,2018,2,3,4,246.6,296,Very Unhealthy,228,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:05:00:00,2018,2,3,5,280.8,331,Hazardous,315,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:06:00:00,2018,2,3,6,322.4,372,Hazardous,364,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:07:00:00,2018,2,3,7,300.7,351,Hazardous,279,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:08:00:00,2018,2,3,8,265.4,316,Hazardous,230,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:09:00:00,2018,2,3,9,262.2,313,Hazardous,259,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:10:00:00,2018,2,3,10,336.6,386,Hazardous,411,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:11:00:00,2018,2,3,11,257.3,308,Hazardous,178,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:13:00:00,2018,2,3,13,270.8,321,Hazardous,158,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:14:00:00,2018,2,3,14,150.4,200,Unhealthy,30,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:15:00:00,2018,2,3,15,79.1,163,Unhealthy,8,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:16:00:00,2018,2,3,16,41.5,116,Unhealthy for Sensitive Group,4,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:17:00:00,2018,2,3,17,22.7,73,Moderate,4,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:18:00:00,2018,2,3,18,12.8,52,Moderate,3,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:19:00:00,2018,2,3,19,8.8,37,Good,5,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:20:00:00,2018,2,3,20,11.4,48,Good,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:21:00:00,2018,2,3,21,23.1,74,Moderate,35,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:22:00:00,2018,2,3,22,194.5,245,Very Unhealthy,366,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAR18:23:00:00,2018,2,3,23,248.3,298,Very Unhealthy,302,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:00:00:00,2018,2,4,0,208.1,258,Very Unhealthy,168,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:01:00:00,2018,2,4,1,191.0,241,Very Unhealthy,174,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:02:00:00,2018,2,4,2,168.0,218,Very Unhealthy,145,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:03:00:00,2018,2,4,3,158.5,209,Very Unhealthy,149,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:04:00:00,2018,2,4,4,164.2,215,Very Unhealthy,170,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:05:00:00,2018,2,4,5,134.6,192,Unhealthy,105,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:06:00:00,2018,2,4,6,115.8,182,Unhealthy,97,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:07:00:00,2018,2,4,7,120.9,185,Unhealthy,126,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:08:00:00,2018,2,4,8,100.9,174,Unhealthy,81,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:09:00:00,2018,2,4,9,100.9,174,Unhealthy,101,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:10:00:00,2018,2,4,10,134.9,192,Unhealthy,169,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:11:00:00,2018,2,4,11,198.9,249,Very Unhealthy,263,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:12:00:00,2018,2,4,12,273.5,324,Hazardous,348,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:13:00:00,2018,2,4,13,346.7,396,Hazardous,420,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:14:00:00,2018,2,4,14,259.3,310,Hazardous,172,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:15:00:00,2018,2,4,15,138.1,194,Unhealthy,17,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:16:00:00,2018,2,4,16,72.5,160,Unhealthy,7,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:17:00:00,2018,2,4,17,41.2,115,Unhealthy for Sensitive Group,10,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:18:00:00,2018,2,4,18,27.6,84,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:19:00:00,2018,2,4,19,19.2,66,Moderate,11,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:20:00:00,2018,2,4,20,16.6,60,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:21:00:00,2018,2,4,21,105.8,177,Unhealthy,195,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:22:00:00,2018,2,4,22,94.4,171,Unhealthy,83,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02APR18:23:00:00,2018,2,4,23,248.2,298,Very Unhealthy,402,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:00:00:00,2018,2,5,0,306.1,356,Hazardous,364,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:01:00:00,2018,2,5,1,316.0,366,Hazardous,326,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:02:00:00,2018,2,5,2,251.0,301,Hazardous,186,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:03:00:00,2018,2,5,3,175.5,226,Very Unhealthy,100,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:04:00:00,2018,2,5,4,143.2,196,Unhealthy,111,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:05:00:00,2018,2,5,5,167.1,217,Very Unhealthy,191,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:06:00:00,2018,2,5,6,173.0,223,Very Unhealthy,179,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:07:00:00,2018,2,5,7,193.5,244,Very Unhealthy,214,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:08:00:00,2018,2,5,8,220.3,270,Very Unhealthy,247,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:09:00:00,2018,2,5,9,241.6,291,Very Unhealthy,263,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:10:00:00,2018,2,5,10,315.3,365,Hazardous,389,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:11:00:00,2018,2,5,11,381.6,422,Hazardous,448,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:16:00:00,2018,2,5,16,104.0,176,Unhealthy,90,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:17:00:00,2018,2,5,17,91.3,169,Unhealthy,81,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:18:00:00,2018,2,5,18,53.8,146,Unhealthy for Sensitive Group,20,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:19:00:00,2018,2,5,19,36.0,102,Unhealthy for Sensitive Group,19,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:20:00:00,2018,2,5,20,48.6,133,Unhealthy for Sensitive Group,61,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:21:00:00,2018,2,5,21,136.8,193,Unhealthy,224,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:22:00:00,2018,2,5,22,224.1,274,Very Unhealthy,311,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02MAY18:23:00:00,2018,2,5,23,247.5,297,Very Unhealthy,271,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:00:00:00,2018,2,6,0,282.2,332,Hazardous,317,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:01:00:00,2018,2,6,1,299.1,349,Hazardous,316,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:02:00:00,2018,2,6,2,342.0,392,Hazardous,385,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:03:00:00,2018,2,6,3,261.0,311,Hazardous,180,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:04:00:00,2018,2,6,4,230.0,280,Very Unhealthy,199,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:05:00:00,2018,2,6,5,162.0,212,Very Unhealthy,94,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:06:00:00,2018,2,6,6,158.5,209,Very Unhealthy,155,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:07:00:00,2018,2,6,7,165.7,216,Very Unhealthy,173,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:08:00:00,2018,2,6,8,112.3,180,Unhealthy,59,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:09:00:00,2018,2,6,9,84.1,166,Unhealthy,56,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:10:00:00,2018,2,6,10,70.0,158,Unhealthy,56,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:11:00:00,2018,2,6,11,74.0,161,Unhealthy,78,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:12:00:00,2018,2,6,12,72.9,160,Unhealthy,72,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:13:00:00,2018,2,6,13,44.4,123,Unhealthy for Sensitive Group,16,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:14:00:00,2018,2,6,14,25.6,79,Moderate,7,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:21:00:00,2018,2,6,21,11.7,49,Good,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:22:00:00,2018,2,6,22,13.6,54,Moderate,15,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUN18:23:00:00,2018,2,6,23,14.8,57,Moderate,16,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:00:00:00,2018,2,7,0,101.5,175,Unhealthy,183,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:01:00:00,2018,2,7,1,135.3,192,Unhealthy,168,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:02:00:00,2018,2,7,2,161.3,212,Very Unhealthy,187,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:03:00:00,2018,2,7,3,150.1,200,Unhealthy,139,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:04:00:00,2018,2,7,4,102.4,175,Unhealthy,55,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:05:00:00,2018,2,7,5,77.2,162,Unhealthy,52,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:06:00:00,2018,2,7,6,58.0,152,Unhealthy,39,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:07:00:00,2018,2,7,7,52.0,142,Unhealthy for Sensitive Group,46,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:08:00:00,2018,2,7,8,61.0,154,Unhealthy,70,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:09:00:00,2018,2,7,9,109.0,179,Unhealthy,157,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:10:00:00,2018,2,7,10,201.5,252,Very Unhealthy,294,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:11:00:00,2018,2,7,11,322.8,373,Hazardous,444,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:12:00:00,2018,2,7,12,325.9,376,Hazardous,329,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:13:00:00,2018,2,7,13,185.9,236,Very Unhealthy,46,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:14:00:00,2018,2,7,14,106.4,177,Unhealthy,27,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:15:00:00,2018,2,7,15,63.7,155,Unhealthy,21,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:16:00:00,2018,2,7,16,44.8,124,Unhealthy for Sensitive Group,26,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02JUL18:17:00:00,2018,2,7,17,35.9,102,Unhealthy for Sensitive Group,27,UG/M3,1 Hr,Valid
